LECROYWS44MXs-B 69584 Waveform
Segments 1 SegmentSize 1002
Segment TrigTime TimeSinceSegment1
#1 06-Jul-2015 14:32:33 0                 
Time Ampl
-4.32365e-008 0.758223
-4.30365e-008 0.754902
-4.28365e-008 0.754902
-4.26365e-008 0.754902
-4.24365e-008 0.751581
-4.22365e-008 0.758223
-4.20365e-008 0.754902
-4.18365e-008 0.758223
-4.16365e-008 0.754902
-4.14365e-008 0.758223
-4.12365e-008 0.751581
-4.10365e-008 0.758223
-4.08365e-008 0.751581
-4.06365e-008 0.758223
-4.04365e-008 0.754902
-4.02365e-008 0.758223
-4.00365e-008 0.754902
-3.98365e-008 0.758223
-3.96365e-008 0.758223
-3.94365e-008 0.758223
-3.92365e-008 0.754902
-3.90365e-008 0.754902
-3.88365e-008 0.751581
-3.86365e-008 0.758223
-3.84365e-008 0.754902
-3.82365e-008 0.761544
-3.80365e-008 0.758223
-3.78365e-008 0.761544
-3.76365e-008 0.758223
-3.74365e-008 0.758223
-3.72365e-008 0.754902
-3.70365e-008 0.758223
-3.68365e-008 0.751581
-3.66365e-008 0.754902
-3.64365e-008 0.758223
-3.62365e-008 0.758223
-3.60365e-008 0.754902
-3.58365e-008 0.761544
-3.56365e-008 0.758223
-3.54365e-008 0.758223
-3.52365e-008 0.751581
-3.50365e-008 0.761544
-3.48365e-008 0.751581
-3.46365e-008 0.754902
-3.44365e-008 0.751581
-3.42365e-008 0.758223
-3.40365e-008 0.754902
-3.38365e-008 0.761544
-3.36365e-008 0.751581
-3.34365e-008 0.758223
-3.32365e-008 0.758223
-3.30365e-008 0.761544
-3.28365e-008 0.751581
-3.26365e-008 0.758223
-3.24365e-008 0.751581
-3.22365e-008 0.754902
-3.20365e-008 0.751581
-3.18365e-008 0.758223
-3.16365e-008 0.758223
-3.14365e-008 0.754902
-3.12365e-008 0.751581
-3.10365e-008 0.758223
-3.08365e-008 0.758223
-3.06365e-008 0.758223
-3.04365e-008 0.751581
-3.02365e-008 0.758223
-3.00365e-008 0.754902
-2.98365e-008 0.754902
-2.96365e-008 0.754902
-2.94365e-008 0.758223
-2.92365e-008 0.754902
-2.90365e-008 0.758223
-2.88365e-008 0.754902
-2.86365e-008 0.754902
-2.84365e-008 0.751581
-2.82365e-008 0.754902
-2.80365e-008 0.754902
-2.78365e-008 0.758223
-2.76365e-008 0.754902
-2.74365e-008 0.758223
-2.72365e-008 0.751581
-2.70365e-008 0.754902
-2.68365e-008 0.751581
-2.66365e-008 0.754902
-2.64365e-008 0.751581
-2.62365e-008 0.754902
-2.60365e-008 0.754902
-2.58365e-008 0.758223
-2.56365e-008 0.754902
-2.54365e-008 0.754902
-2.52365e-008 0.758223
-2.50365e-008 0.754902
-2.48365e-008 0.754902
-2.46365e-008 0.761544
-2.44365e-008 0.758223
-2.42365e-008 0.758223
-2.40365e-008 0.761544
-2.38365e-008 0.761544
-2.36365e-008 0.758223
-2.34365e-008 0.758223
-2.32365e-008 0.758223
-2.30365e-008 0.758223
-2.28365e-008 0.74826
-2.26365e-008 0.758223
-2.24365e-008 0.754902
-2.22365e-008 0.758223
-2.20365e-008 0.751581
-2.18365e-008 0.754902
-2.16365e-008 0.754902
-2.14365e-008 0.758223
-2.12365e-008 0.758223
-2.10365e-008 0.754902
-2.08365e-008 0.758223
-2.06365e-008 0.754902
-2.04365e-008 0.754902
-2.02365e-008 0.758223
-2.00365e-008 0.754902
-1.98365e-008 0.758223
-1.96365e-008 0.751581
-1.94365e-008 0.758223
-1.92365e-008 0.751581
-1.90365e-008 0.754902
-1.88365e-008 0.754902
-1.86365e-008 0.761544
-1.84365e-008 0.758223
-1.82365e-008 0.758223
-1.80365e-008 0.758223
-1.78365e-008 0.764865
-1.76365e-008 0.754902
-1.74365e-008 0.758223
-1.72365e-008 0.758223
-1.70365e-008 0.758223
-1.68365e-008 0.751581
-1.66365e-008 0.754902
-1.64365e-008 0.751581
-1.62365e-008 0.758223
-1.60365e-008 0.751581
-1.58365e-008 0.758223
-1.56365e-008 0.754902
-1.54365e-008 0.761544
-1.52365e-008 0.751581
-1.50365e-008 0.754902
-1.48365e-008 0.751581
-1.46365e-008 0.754902
-1.44365e-008 0.754902
-1.42365e-008 0.758223
-1.40365e-008 0.754902
-1.38365e-008 0.761544
-1.36365e-008 0.754902
