LECROYWS44MXs-B 69584 Waveform
Segments 1 SegmentSize 1002
Segment TrigTime TimeSinceSegment1
#1 06-Jul-2015 14:37:13 0                 
Time Ampl
-4.32287e-008 0.779544
-4.30287e-008 0.782865
-4.28287e-008 0.782865
-4.26287e-008 0.782865
-4.24287e-008 0.779544
-4.22287e-008 0.779544
-4.20287e-008 0.776223
-4.18287e-008 0.776223
-4.16287e-008 0.776223
-4.14287e-008 0.772902
-4.12287e-008 0.776223
-4.10287e-008 0.776223
-4.08287e-008 0.772902
-4.06287e-008 0.776223
-4.04287e-008 0.776223
-4.02287e-008 0.776223
-4.00287e-008 0.776223
-3.98287e-008 0.779544
-3.96287e-008 0.776223
-3.94287e-008 0.779544
-3.92287e-008 0.776223
-3.90287e-008 0.776223
-3.88287e-008 0.779544
-3.86287e-008 0.776223
-3.84287e-008 0.779544
-3.82287e-008 0.779544
-3.80287e-008 0.779544
-3.78287e-008 0.779544
-3.76287e-008 0.779544
-3.74287e-008 0.776223
-3.72287e-008 0.772902
-3.70287e-008 0.779544
-3.68287e-008 0.776223
-3.66287e-008 0.776223
-3.64287e-008 0.776223
-3.62287e-008 0.776223
-3.60287e-008 0.776223
-3.58287e-008 0.779544
-3.56287e-008 0.782865
-3.54287e-008 0.782865
-3.52287e-008 0.782865
-3.50287e-008 0.779544
-3.48287e-008 0.776223
-3.46287e-008 0.776223
-3.44287e-008 0.779544
-3.42287e-008 0.776223
-3.40287e-008 0.776223
-3.38287e-008 0.776223
-3.36287e-008 0.779544
-3.34287e-008 0.779544
-3.32287e-008 0.782865
-3.30287e-008 0.782865
-3.28287e-008 0.776223
-3.26287e-008 0.782865
-3.24287e-008 0.776223
-3.22287e-008 0.779544
-3.20287e-008 0.776223
-3.18287e-008 0.776223
-3.16287e-008 0.776223
-3.14287e-008 0.776223
-3.12287e-008 0.776223
-3.10287e-008 0.772902
-3.08287e-008 0.776223
-3.06287e-008 0.779544
-3.04287e-008 0.776223
-3.02287e-008 0.776223
-3.00287e-008 0.776223
-2.98287e-008 0.776223
-2.96287e-008 0.776223
-2.94287e-008 0.779544
-2.92287e-008 0.782865
-2.90287e-008 0.782865
-2.88287e-008 0.776223
-2.86287e-008 0.782865
-2.84287e-008 0.776223
-2.82287e-008 0.776223
-2.80287e-008 0.772902
-2.78287e-008 0.776223
-2.76287e-008 0.776223
-2.74287e-008 0.776223
-2.72287e-008 0.776223
-2.70287e-008 0.776223
-2.68287e-008 0.772902
-2.66287e-008 0.776223
-2.64287e-008 0.776223
-2.62287e-008 0.776223
-2.60287e-008 0.776223
-2.58287e-008 0.779544
-2.56287e-008 0.779544
-2.54287e-008 0.779544
-2.52287e-008 0.776223
-2.50287e-008 0.776223
-2.48287e-008 0.776223
-2.46287e-008 0.779544
-2.44287e-008 0.776223
-2.42287e-008 0.782865
-2.40287e-008 0.776223
-2.38287e-008 0.776223
-2.36287e-008 0.776223
-2.34287e-008 0.776223
-2.32287e-008 0.776223
-2.30287e-008 0.779544
-2.28287e-008 0.779544
-2.26287e-008 0.782865
-2.24287e-008 0.776223
-2.22287e-008 0.782865
-2.20287e-008 0.776223
-2.18287e-008 0.779544
-2.16287e-008 0.779544
-2.14287e-008 0.776223
-2.12287e-008 0.779544
-2.10287e-008 0.776223
-2.08287e-008 0.779544
-2.06287e-008 0.782865
-2.04287e-008 0.779544
-2.02287e-008 0.779544
-2.00287e-008 0.779544
-1.98287e-008 0.776223
-1.96287e-008 0.776223
-1.94287e-008 0.776223
-1.92287e-008 0.776223
-1.90287e-008 0.776223
-1.88287e-008 0.772902
-1.86287e-008 0.779544
-1.84287e-008 0.776223
-1.82287e-008 0.779544
-1.80287e-008 0.772902
-1.78287e-008 0.776223
-1.76287e-008 0.779544
-1.74287e-008 0.779544
-1.72287e-008 0.782865
-1.70287e-008 0.776223
-1.68287e-008 0.776223
-1.66287e-008 0.776223
-1.64287e-008 0.779544
-1.62287e-008 0.776223
-1.60287e-008 0.776223
-1.58287e-008 0.776223
-1.56287e-008 0.776223
-1.54287e-008 0.779544
-1.52287e-008 0.779544
-1.50287e-008 0.779544
-1.48287e-008 0.776223
-1.46287e-008 0.779544
-1.44287e-008 0.782865
-1.42287e-008 0.779544
-1.40287e-008 0.776223
-1.38287e-008 0.779544
-1.36287e-008 0.776223
-1.34287e-008 0.776223
-1.32287e-008 0.776223
-1.30287e-008 0.779544
-1.28287e-008 0.776223
-1.26287e-008 0.776223
-1.24287e-008 0.772902
-1.22287e-008 0.776223
-1.20287e-008 0.776223
-1.18287e-008 0.776223
-1.16287e-008 0.776223
-1.14287e-008 0.779544
-1.12287e-008 0.776223
-1.10287e-008 0.776223
-1.08287e-008 0.779544
-1.06287e-008 0.782865
-1.04287e-008 0.779544
-1.02287e-008 0.786186
-1.00287e-008 0.782865
-9.82873e-009 0.779544
-9.62873e-009 0.779544
-9.42873e-009 0.779544
-9.22873e-009 0.776223
-9.02873e-009 0.779544
-8.82873e-009 0.779544
-8.62873e-009 0.782865
-8.42873e-009 0.776223
-8.22873e-009 0.776223
-8.02873e-009 0.782865
-7.82873e-009 0.779544
-7.62873e-009 0.779544
-7.42873e-009 0.779544
-7.22873e-009 0.776223
-7.02873e-009 0.779544
-6.82873e-009 0.779544
-6.62873e-009 0.786186
-6.42873e-009 0.779544
-6.22873e-009 0.786186
-6.02873e-009 0.782865
-5.82873e-009 0.786186
-5.62873e-009 0.782865
-5.42873e-009 0.786186
-5.22873e-009 0.786186
-5.02873e-009 0.782865
-4.82873e-009 0.786186
-4.62873e-009 0.786186
-4.42873e-009 0.786186
-4.22873e-009 0.786186
-4.02873e-009 0.786186
-3.82873e-009 0.789507
-3.62873e-009 0.796149
-3.42873e-009 0.796149
-3.22873e-009 0.796149
-3.02873e-009 0.802791
-2.82873e-009 0.79947
-2.62873e-009 0.806112
-2.42873e-009 0.802791
-2.22873e-009 0.802791
-2.02873e-009 0.802791
-1.82873e-009 0.802791
-1.62873e-009 0.806112
-1.42873e-009 0.809433
-1.22873e-009 0.812753
-1.02873e-009 0.816074
-8.28733e-010 0.816074
-6.28733e-010 0.816074
-4.28733e-010 0.819395
-2.28733e-010 0.819395
-2.87326e-011 0.822716
1.71267e-010 0.826037
3.71267e-010 0.822716
5.71267e-010 0.826037
7.71267e-010 0.826037
9.71267e-010 0.829358
1.17127e-009 0.829358
1.37127e-009 0.832679
1.57127e-009 0.839321
1.77127e-009 0.839321
1.97127e-009 0.839321
2.17127e-009 0.839321
2.37127e-009 0.842642
2.57127e-009 0.839321
2.77127e-009 0.839321
2.97127e-009 0.842642
3.17127e-009 0.845963
3.37127e-009 0.842642
3.57127e-009 0.842642
3.77127e-009 0.845963
3.97127e-009 0.845963
4.17127e-009 0.845963
4.37127e-009 0.849284
4.57127e-009 0.849284
4.77127e-009 0.845963
4.97127e-009 0.852605
5.17127e-009 0.849284
5.37127e-009 0.849284
5.57127e-009 0.849284
5.77127e-009 0.845963
5.97127e-009 0.842642
6.17127e-009 0.849284
6.37127e-009 0.845963
6.57127e-009 0.845963
6.77127e-009 0.845963
6.97127e-009 0.849284
7.17127e-009 0.845963
7.37127e-009 0.849284
7.57127e-009 0.849284
7.77127e-009 0.849284
7.97127e-009 0.845963
8.17127e-009 0.842642
8.37127e-009 0.842642
8.57127e-009 0.842642
8.77127e-009 0.845963
8.97127e-009 0.842642
9.17127e-009 0.839321
9.37127e-009 0.839321
9.57127e-009 0.836
9.77127e-009 0.836
9.97127e-009 0.836
1.01713e-008 0.836
1.03713e-008 0.836
1.05713e-008 0.839321
1.07713e-008 0.836
1.09713e-008 0.832679
1.11713e-008 0.832679
1.13713e-008 0.829358
1.15713e-008 0.829358
1.17713e-008 0.829358
1.19713e-008 0.829358
1.21713e-008 0.829358
1.23713e-008 0.826037
1.25713e-008 0.826037
1.27713e-008 0.829358
1.29713e-008 0.826037
1.31713e-008 0.819395
1.33713e-008 0.819395
1.35713e-008 0.822716
1.37713e-008 0.822716
1.39713e-008 0.819395
1.41713e-008 0.819395
1.43713e-008 0.819395
1.45713e-008 0.816074
1.47713e-008 0.816074
1.49713e-008 0.816074
1.51713e-008 0.812753
1.53713e-008 0.816074
1.55713e-008 0.809433
1.57713e-008 0.812753
1.59713e-008 0.806112
1.61713e-008 0.809433
1.63713e-008 0.806112
1.65713e-008 0.809433
1.67713e-008 0.802791
1.69713e-008 0.802791
1.71713e-008 0.806112
1.73713e-008 0.79947
1.75713e-008 0.79947
1.77713e-008 0.79947
1.79713e-008 0.79947
1.81713e-008 0.79947
1.83713e-008 0.796149
1.85713e-008 0.796149
1.87713e-008 0.792828
1.89713e-008 0.796149
1.91713e-008 0.796149
1.93713e-008 0.796149
1.95713e-008 0.792828
1.97713e-008 0.796149
1.99713e-008 0.796149
2.01713e-008 0.792828
2.03713e-008 0.786186
2.05713e-008 0.789507
2.07713e-008 0.786186
2.09713e-008 0.786186
2.11713e-008 0.782865
2.13713e-008 0.786186
2.15713e-008 0.786186
2.17713e-008 0.786186
2.19713e-008 0.789507
2.21713e-008 0.782865
2.23713e-008 0.782865
2.25713e-008 0.782865
2.27713e-008 0.786186
2.29713e-008 0.782865
2.31713e-008 0.782865
2.33713e-008 0.779544
2.35713e-008 0.779544
2.37713e-008 0.782865
2.39713e-008 0.776223
